numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,remarks
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
,Pascal Fontaine,,,,,,,,,,,,"0,0000000",
