,"Entré par","Source",,,"Page","Année","Export/Import","Nom Marchandise","Direction","Pays/Région","Quantité","Unité de poids/quantité","Prix unitaire en  Lt (décimale)","Valeur en décimales de livres tournois","Différence","Remarques"
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
,,,,,,,,,,,,,"0,0000000","0,00","0,00",
